ussid,slaveid,isallocated
100001300836154002,100001-W030,YES
100001300837951002,100001-W126,YES
100001300837951006,100001-W096,YES
100001300838379007,100001-W029,YES
100001300841052001,100001-WD01,YES
100001300841194001,100001-W005,YES
100001300841196001,100001-W005,YES
100001300841196001,100001-W036,YES
100001300841474017,100001-WD04,YES
100001300842654004,100001-W256,YES
100001300842956011,100001-W251,YES
100001300842956014,100001-W152,YES
100001300843700005,100001-W030,YES
100001300843811004,100001-W008,YES
100001300844009003,100001-WD04,YES
100001300844411003,100001-WD04,YES
100001300844576002,100001-W084,YES
100001300844873002,100001-W133,YES
100001300844908002,100001-WD04,YES
100001300844941001,100001-WD04,YES
100001300844971005,100001-W005,YES
100001300845358012,100001-W030,YES
100001300845359004,100001-W029,YES
100001300845611001,100001-W168,YES
100001300845666001,100001-W168,YES
100001300845714001,100001-W033,YES
100001300845733001,100001-W168,YES
100001300845892005,100001-WD04,YES
100001300845905005,100001-W118,YES
100001300846038005,100001-W007,YES
100001300846090001,100001-W254,YES
100001300846160001,100001-W173,YES
100001300846167006,100001-W088,YES
100001300846178006,100001-W111,YES
100001300846189002,100001-W140,YES
100001300846220003,100001-W107,YES
100001300846302004,100001-WD04,YES
100001300846372020,100001-W144,YES
100001300846558003,100001-W097,YES
100001300846673004,100001-W005,YES
100001300847355003,100001-W118,YES
100001300847364006,100001-W029,YES
100001300847507003,100001-WD04,YES
100001300847639006,100001-W030,YES
100001300847720004,100001-WD04,YES
100001300847772002,100001-WD04,YES
100001300847778003,100001-W086,YES
100001300847983003,100001-W033,YES
100001300847995004,100001-W043,YES
100001300847997016,100001-W007,YES
100001300847997040,100001-W033,YES
100001300847999018,100001-W143,YES
100001300847999064,100001-W152,YES
100001300848002001,100001-W140,YES
100001300848005003,100001-W173,YES
100001300848027002,100001-W096,YES
100001300848027002,100001-W152,YES
100001300848027003,100001-W111,YES
100001300848028004,100001-W051,YES
100001300848032011,100001-W042,YES
100001300848035002,100001-W138,YES
100001300848098004,100001-W029,YES
100001300848432005,100001-W173,YES
100001300848591003,100001-W027,YES
100001300848599001,100001-W111,YES
100001300848599013,100001-W043,YES
100001300848639002,100001-W094,YES
100001300848651004,100001-W188,YES
100001300848657004,100001-W016,YES
100001300848685003,100001-W138,YES
100001300848692002,100001-W088,YES
100001300848699004,100001-W132,YES
100001300848737001,100001-W008,YES
100001300849073005,100001-W042,YES
100001300849131017,100001-W173,YES
100001300849214008,100001-W008,YES
100001300849314011,100001-W016,YES
100001300849539003,100001-W194,YES
100001300849911009,100001-W033,YES
100001300850161003,100001-W167,YES
100001300850170006,100001-W086,YES
100001300851100002,100001-W134,YES
100001300851187003,100001-W186,YES
100001300851283003,100001-W118,YES
100001300851345004,100001-W111,YES
100001300851650004,100001-W005,YES
100001300851789013,100001-W136,YES
100001300851865004,100001-W033,YES
100001300851874001,100001-W140,YES
100001300851874002,100001-W140,YES
100001300851883002,100001-W132,YES
100001300851906002,100001-W125,YES
100001300851908001,100001-W016,YES
100001300852340005,100001-W104,YES
100001300852387004,100001-W088,YES
100001300852524006,100001-W167,YES
100001300852525005,100001-W144,YES
100001300852554001,100001-W134,YES
100001300852562001,100001-W088,YES
100001300852821004,100001-W094,YES
100001300852898008,100001-W094,YES
100001300853295006,100001-W005,YES
100001300853305004,100001-W162,YES
100001300853333001,100001-WD16,YES
100001300853333001,100001-WD16,YES
100001300853333001,100001-WD16,YES
100001300853333002,100001-WD16,YES
100001300853333002,100001-WD16,YES
100001300853333002,100001-WD16,YES
100001300853333003,100001-WD16,YES
100001300853333005,100001-WD16,YES
100001300853333005,100001-WD16,YES
100001300853333005,100001-WD16,YES
100001300853333006,100001-WD16,YES
100001300853333006,100001-WD16,YES
100001300853597004,100001-W144,YES
100001300853636003,100001-W112,YES
100001300853684005,100001-W088,YES
100001300853767001,100001-W006,YES
100001300853833002,100001-W143,YES
100001300853836002,100001-W075,YES
100001300853894001,100001-WD16,YES
100001300853894001,100001-WD16,YES
100001300853894001,100001-WD16,YES
100001300853894001,100001-WD16,YES
100001300853894002,100001-WD16,YES
100001300853895001,100001-WD16,YES
100001300853895001,100001-WD16,YES
100001300853895001,100001-WD16,YES
100001300853895003,100001-WD16,YES
100001300853895004,100001-WD16,YES
100001300854478001,100001-W111,YES
100001300854919004,100001-W007,YES
100001300854922005,100001-W073,YES
100001300854935004,100001-W136,YES
100001300854938003,100001-W005,YES
100001300855158006,100001-W111,YES
100001300855269003,100001-W042,YES
100001300855584002,100001-W094,YES
100001300856179003,100001-W005,YES
100001300856198009,100001-W006,YES
100001300856206010,100001-W096,YES
100001300856206011,100001-W186,YES
100001300856324001,100001-W140,YES
100001300856324001,100001-W157,YES
100001300856326001,100001-W126,YES
100001300856329001,100001-W019,YES
100001300857303008,100001-W038,YES
100001300857401001,100001-W084,YES
100001300857448001,100001-W005,YES
100001300857553002,100001-W008,YES
100001300857557003,100001-W133,YES
100001300857567004,100001-W042,YES
100001300858025004,100001-W088,YES
100001300858065003,100001-W014,YES
100001300858119006,100001-W007,YES
100001300858443005,100001-W113,YES
100001300858571002,100001-W026,YES
100001300858571002,100001-W026,YES
100001300858571002,100001-W026,YES
100001300858680001,100001-W016,YES
100001300858738003,100001-WD16,YES
100001300859502003,100001-W167,YES
100001300859577001,100001-W008,YES
100001300860208001,100001-W162,YES
100001300860224001,100001-W008,YES
100001300860371001,100001-W016,YES
100001300860371001,100001-W007,YES
100001300860375001,100001-W016,YES
100001300860377001,100001-W007,YES
100001300860381001,100001-W008,YES
100001300860480004,100001-W016,YES
100001300860480004,100001-W097,YES
100001300860518001,100001-W168,YES
100001300860529006,100001-W133,YES
100001300860532001,100001-W168,YES
100001300860924012,100001-W007,YES
100001300860946002,100001-W126,YES
100001300860946006,100001-W011,YES
100001300860946007,100001-W160,YES
100001300860946014,100001-W011,YES
100001300860946016,100001-W011,YES
100001300860946023,100001-W011,YES
100001300860946024,100001-W011,YES
100001300861077002,100001-WD16,YES
100001300861090001,100001-W271,YES
100001300861499002,100001-WD16,YES
100001300861499003,100001-WD16,YES
100001300861499003,100001-WD16,YES
100001300861500002,100001-WD16,YES
100001300861500002,100001-WD16,YES
100001300861520002,100001-W050,YES
100001300861550001,100001-W088,YES
100001300861551001,100001-W016,YES
100001300861859001,100001-W167,YES
100001300862025001,100001-W293,YES
100001300862030003,100001-W160,YES
100001300862288003,100001-WD16,YES
100001300862288003,100001-WD16,YES
100001300862464002,100001-WD16,YES
100001300862593007,100001-WD01,YES
100001300862713003,100001-WD16,YES
100001300862717002,100001-WD16,YES
100001300862717004,100001-WD16,YES
100001300862749005,100001-W042,YES
100001300863668007,100001-WD16,YES
100001300863668008,100001-WD16,YES
100001300863668008,100001-WD16,YES
100001300863668008,100001-WD16,YES
100001300863668008,100001-WD16,YES
100001300863668008,100001-WD16,YES
100001300863668009,100001-WD16,YES
100001300863830002,100001-W134,YES
100001300864329004,100001-WD16,YES
100001300864984001,100001-W167,YES
100001300865011008,100001-WD16,YES
100001300865011009,100001-WD16,YES
100001300865011011,100001-WD16,YES
100001300865015002,100001-WD16,YES
100001300865015002,100001-WD16,YES
100001300865626003,100001-W084,YES
100001300865632020,100001-W144,YES
100001300865694014,100001-W005,YES
100001300865694015,100001-W005,YES
100001300865695021,100001-W160,YES
100001300865747005,100001-WD16,YES
100001300865901004,100001-W029,YES
100001300865901005,100001-W111,YES
100001300865901020,100001-W111,YES
100001300866430001,100001-W051,YES
100001300866624002,100001-WD16,YES
100001300866624002,100001-WD16,YES
100001300866624003,100001-WD16,YES
100001300866624003,100001-WD16,YES
100001300866624003,100001-WD16,YES
100001300866624005,100001-WD16,YES
100001300866625005,100001-WD16,YES
100001300866625005,100001-WD16,YES
100001300866629002,100001-WD16,YES
100001300866629002,100001-WD16,YES
100001300866629002,100001-WD16,YES
100001300866629002,100001-WD16,YES
100001300866629002,100001-WD16,YES
100001300866629003,100001-WD16,YES
100001300866629003,100001-WD16,YES
100001300866629003,100001-WD16,YES
100001300866831030,100001-W094,YES
100001300867038002,100001-W042,YES
100001300867995002,100001-W084,YES
100001300868298005,100001-WD01,YES
100001300868988012,100001-W125,YES
100001300869102001,100001-W005,YES
100001300869182005,100001-W008,YES
100001300869490010,100001-WD16,YES
100001300869556001,100001-WD16,YES
100001300869556001,100001-WD16,YES
100001300869557001,100001-WD16,YES
100001300869558002,100001-W168,YES
100001300869770002,100001-W140,YES
100001300869770010,100001-W116,YES
100001300869830003,100001-WD16,YES
100001300869830003,100001-WD16,YES
100001300869830005,100001-WD16,YES
100001300869830005,100001-WD16,YES
100001300869834007,100001-WD16,YES
100001300869834007,100001-WD16,YES
100001300869834010,100001-WD16,YES
100001300869834010,100001-WD16,YES
100001300869834010,100001-WD16,YES
100001300869834012,100001-WD16,YES
100001300869834012,100001-WD16,YES
100001300869835001,100001-WD16,YES
100001300869835001,100001-WD16,YES
100001300869835003,100001-WD16,YES
100001300869835005,100001-WD16,YES
100001300869835005,100001-WD16,YES
100001300869837001,100001-WD16,YES
100001300869837001,100001-WD16,YES
100001300869837002,100001-WD16,YES
100001300869838003,100001-WD16,YES
100001300869838005,100001-WD16,YES
100001300869838005,100001-WD16,YES
100001300869838005,100001-WD16,YES
100001300869838006,100001-WD16,YES
100001300870183004,100001-W157,YES
100001300870305003,100001-WD16,YES
100001300870305006,100001-WD16,YES
100001300870305006,100001-WD16,YES
100001300870305006,100001-WD16,YES
100001300870305006,100001-WD16,YES
100001300870305007,100001-WD16,YES
100001300871103005,100001-W083,YES
100001300871719002,100001-W111,YES
100001300871725002,100001-WD16,YES
100001300871736001,100001-WD16,YES
100001300871760003,100001-WD01,YES
100001300872012003,100001-W122,YES
100001300872171005,100001-W144,YES
100001300872179003,100001-W186,YES
100001300872774002,100001-W088,YES
100001300872774003,100001-W172,YES
100001300872775003,100001-WD16,YES
100001300872776004,100001-W016,YES
100001300872777004,100001-WD16,YES
100001300872777004,100001-WD16,YES
100001300872777004,100001-WD16,YES
100001300872778002,100001-W016,YES
100001300872790006,100001-W094,YES
100001300873226006,100001-WD16,YES
100001300873226006,100001-WD16,YES
100001300873226006,100001-WD16,YES
100001300873326003,100001-W111,YES
100001300873411002,100001-W016,YES
100001300873581002,100001-W006,YES
100001300873583003,100001-W058,YES
100001300874888001,100001-W160,YES
100001300875192007,100001-W004,YES
100001300875235001,100001-WD16,YES
100001300875235002,100001-WD16,YES
100001300875235004,100001-WD16,YES
100001300875235006,100001-WD16,YES
100001300875723003,100001-W016,YES
100001300876081001,100001-W016,YES
100001300876094001,100001-W138,YES
100001300876740003,100001-W084,YES
100001300877440001,100001-W008,YES
100001300877490001,100001-W081,YES
100001300877570003,100001-W094,YES
100001300877570004,100001-W030,YES
100001300877570006,100001-W081,YES
100001300877570007,100001-W095,YES
100001300877570008,100001-W029,YES
100001300877571001,100001-W060,YES
100001300877571002,100001-W060,YES
100001300877571002,100001-W007,YES
100001300877571002,100001-W111,YES
100001300877616002,100001-W125,YES
100001300877659001,100001-W126,YES
100001300877676001,100001-W020,YES
100001300877683001,100001-W126,YES
100001300877689001,100001-W113,YES
100001300878303004,100001-WD16,YES
100001300878303004,100001-WD16,YES
100001300878317007,100001-WD16,YES
100001300878317008,100001-WD16,YES
100001300878390008,100001-WD16,YES
100001300878390008,100001-WD16,YES
100001300878470003,100001-W008,YES
100001300878470003,100001-W007,YES
100001300878479001,100001-WD16,YES
100001300878479003,100001-WD16,YES
100001300878479003,100001-WD16,YES
100001300878571005,100001-W172,YES
100001300878592006,100001-W040,YES
100001300878599008,100001-W104,YES
100001300878599009,100001-W172,YES
100001300878606010,100001-W172,YES
100001300878612001,100001-W005,YES
100001300878612004,100001-W126,YES
100001300878613001,100001-W020,YES
100001300878614002,100001-W050,YES
100001300878614006,100001-W083,YES
100001300878869005,100001-WD16,YES
100001300878872002,100001-WD16,YES
100001300878872002,100001-WD16,YES
100001300878872002,100001-WD16,YES
100001300878872003,100001-WD16,YES
100001300878872003,100001-WD16,YES
100001300878988011,100001-WD16,YES
100001300879009002,100001-WD16,YES
100001300879018003,100001-WD16,YES
100001300879021003,100001-W029,YES
100001300879024003,100001-WD16,YES
100001300879025002,100001-W083,YES
100001300879028001,100001-WD16,YES
100001300879028005,100001-WD16,YES
100001300879454002,100001-W004,YES
100001300879498004,100001-W067,YES
100001300879502003,100001-W033,YES
100001300879554002,100001-WD16,YES
100001300879661003,100001-W126,YES
100001300879666006,100001-W116,YES
100001300879709001,100001-W160,YES
100001300879711001,100001-W040,YES
100001300880152001,100001-WD16,YES
100001300880306003,100001-WD16,YES
100001300880306005,100001-WD16,YES
100001300880308005,100001-W136,YES
100001300880329002,100001-WD16,YES
100001300880329002,100001-WD16,YES
100001300880329002,100001-WD16,YES
100001300880329004,100001-WD16,YES
100001300880329006,100001-WD16,YES
100001300880339003,100001-WD16,YES
100001300880339005,100001-WD16,YES
100001300880339006,100001-WD16,YES
100001300880339006,100001-WD16,YES
100001300880341002,100001-W083,YES
100001300880341003,100001-W104,YES
100001300880341005,100001-W036,YES
100001300880343009,100001-W042,YES
100001300880345005,100001-W038,YES
100001300880346012,100001-W008,YES
100001300880346016,100001-W008,YES
100001300880378002,100001-W097,YES
100001300880378006,100001-W033,YES
100001300880443003,100001-W040,YES
100001300880450001,100001-W008,YES
100001300880777002,100001-W113,YES
100001300880777002,100001-W014,YES
100001300880777004,100001-W136,YES
100001300881247001,100001-W081,YES
100001300881248001,100001-W081,YES
100001300881249001,100001-W126,YES
100001300881258002,100001-W186,YES
100001300881262005,100001-WD16,YES
100001300881262005,100001-WD16,YES
100001300881262006,100001-WD16,YES
100001300881262008,100001-WD16,YES
100001300881262008,100001-WD16,YES
100001300881262008,100001-WD16,YES
100001300881262008,100001-WD16,YES
100001300881262008,100001-WD16,YES
100001300881262009,100001-WD16,YES
100001300881262010,100001-WD16,YES
100001300881564007,100001-W111,YES
100001300881564007,100001-W027,YES
100001300881589004,100001-W030,YES
100001300881591004,100001-W133,YES
100001300881591006,100001-W104,YES
100001300881593003,100001-W260,YES
100001300881602003,100001-W144,YES
100001300881608004,100001-W085,YES
100001300881611014,100001-W021,YES
100001300882022002,100001-WD16,YES
100001300882022002,100001-WD16,YES
100001300882022002,100001-WD16,YES
100001300882022004,100001-WD16,YES
100001300882022004,100001-WD16,YES
100001300882022004,100001-WD16,YES
100001300882023002,100001-WD16,YES
100001300882023003,100001-WD16,YES
100001300882023003,100001-WD16,YES
100001300882023003,100001-WD16,YES
100001300882023003,100001-WD16,YES
100001300882023004,100001-WD16,YES
100001300882023006,100001-WD16,YES
100001300882025004,100001-WD16,YES
100001300882039002,100001-W051,YES
100001300882039003,100001-W160,YES
100001300882044002,100001-W043,YES
100001300882599010,100001-W008,YES
100001300882601004,100001-W038,YES
100001300882601007,100001-W043,YES
100001300882602003,100001-W027,YES
100001300882602009,100001-W097,YES
100001300882603003,100001-W008,YES
100001300882636002,100001-W097,YES
100001300882675003,100001-W095,YES
100001300882677002,100001-WD16,YES
100001300882680001,100001-WD16,YES
100001300882680001,100001-WD16,YES
100001300882680001,100001-WD16,YES
100001300882681002,100001-WD16,YES
100001300882681002,100001-WD16,YES
100001300882681002,100001-WD16,YES
100001300882681002,100001-WD16,YES
100001300882681002,100001-WD16,YES
100001300882681003,100001-WD16,YES
100001300882681003,100001-WD16,YES
100001300882681003,100001-WD16,YES
100001300882681003,100001-WD16,YES
100001300882681005,100001-WD16,YES
100001300882681005,100001-WD16,YES
100001300882683003,100001-WD16,YES
100001300882725001,100001-WD16,YES
100001300882725002,100001-WD16,YES
100001300882725002,100001-WD16,YES
100001300882725005,100001-WD16,YES
100001300882728003,100001-WD16,YES
100001300882728003,100001-WD16,YES
100001300882729001,100001-WD16,YES
100001300882729001,100001-WD16,YES
100001300882729002,100001-WD16,YES
100001300882729005,100001-WD16,YES
100001300882729005,100001-WD16,YES
100001300882731001,100001-WD16,YES
100001300882731001,100001-WD16,YES
100001300882731002,100001-WD16,YES
100001300882734005,100001-WD16,YES
100001300882797005,100001-WD16,YES
100001300882797005,100001-WD16,YES
100001300882797005,100001-WD16,YES
100001300882811002,100001-W122,YES
100001300882811004,100001-W042,YES
100001300882854003,100001-W004,YES
100001300882953015,100001-W043,YES
100001300883078002,100001-W008,YES
100001300883117001,100001-WD16,YES
100001300883117003,100001-WD16,YES
100001300883125001,100001-WD16,YES
100001300883125001,100001-WD16,YES
100001300883125002,100001-WD16,YES
100001300883125002,100001-WD16,YES
100001300883125003,100001-WD16,YES
100001300883125004,100001-WD16,YES
100001300883125004,100001-WD16,YES
100001300883125004,100001-WD16,YES
100001300883125004,100001-WD16,YES
100001300883125006,100001-WD16,YES
100001300883125006,100001-WD16,YES
100001300883125006,100001-WD16,YES
100001300883126001,100001-WD16,YES
100001300883126002,100001-WD16,YES
100001300883126004,100001-WD16,YES
100001300883126004,100001-WD16,YES
100001300883129002,100001-WD16,YES
100001300883129006,100001-WD16,YES
100001300883136007,100001-WD16,YES
100001300883136009,100001-WD16,YES
100001300883136009,100001-WD16,YES
100001300883136010,100001-WD16,YES
100001300883136010,100001-WD16,YES
100001300883136010,100001-WD16,YES
100001300883136012,100001-WD16,YES
100001300883137004,100001-WD16,YES
100001300883137005,100001-WD16,YES
100001300883137006,100001-WD16,YES
100001300883138004,100001-WD16,YES
100001300883138006,100001-WD16,YES
100001300883141003,100001-WD16,YES
100001300883141005,100001-WD16,YES
100001300883141005,100001-WD16,YES
100001300883141006,100001-WD16,YES
100001300883141007,100001-WD16,YES
100001300883141007,100001-WD16,YES
100001300883141007,100001-WD16,YES
100001300883141007,100001-WD16,YES
100001300883141009,100001-WD16,YES
100001300883141009,100001-WD16,YES
100001300883141012,100001-WD16,YES
100001300883143005,100001-WD16,YES
100001300883144001,100001-WD16,YES
100001300883239003,100001-WD16,YES
100001300883239003,100001-WD16,YES
100001300883240005,100001-WD16,YES
100001300883241005,100001-WD16,YES
100001300883241005,100001-WD16,YES
100001300883248002,100001-WD16,YES
100001300883322004,100001-WD16,YES
100001300883322004,100001-WD16,YES
100001300883322004,100001-WD16,YES
100001300883322005,100001-WD16,YES
100001300883322005,100001-WD16,YES
100001300883322006,100001-WD16,YES
100001300883322006,100001-WD16,YES
100001300883322006,100001-WD16,YES
100001300883323006,100001-WD16,YES
100001300883343001,100001-W126,YES
100001300883343001,100001-W095,YES
100001300883343001,100001-W094,YES
100001300883344001,100001-W094,YES
100001300883521002,100001-WD16,YES
100001300883521003,100001-WD16,YES
100001300883521003,100001-WD16,YES
100001300883521004,100001-WD16,YES
100001300883521004,100001-WD16,YES
100001300883521004,100001-WD16,YES
100001300883522003,100001-WD16,YES
100001300883522004,100001-WD16,YES
100001300883522005,100001-WD16,YES
100001300883524001,100001-WD16,YES
100001300883524005,100001-WD16,YES
100001300883525005,100001-WD16,YES
100001300883528002,100001-WD16,YES
100001300883927004,100001-W007,YES
100001300883944008,100001-W083,YES
100001300883945024,100001-W008,YES
100001300883947008,100001-W050,YES
100001300883950006,100001-W036,YES
100001300883953007,100001-W186,YES
100001300883954003,100001-W051,YES
100001300884124010,100001-WD16,YES
100001300884126002,100001-WD16,YES
100001300884126002,100001-WD16,YES
100001300884126002,100001-WD16,YES
100001300884126005,100001-WD16,YES
100001300884126008,100001-WD16,YES
100001300884126009,100001-WD16,YES
100001300884210001,100001-WD16,YES
100001300884437002,100001-W088,YES
100001300884440003,100001-W144,YES
100001300884470001,100001-W099,YES
100001300884549002,100001-WD16,YES
100001300884549002,100001-WD16,YES
100001300884549003,100001-WD16,YES
100001300884549003,100001-WD16,YES
100001300884549003,100001-WD16,YES
100001300884549003,100001-WD16,YES
100001300884549005,100001-WD16,YES
100001300884549005,100001-WD16,YES
100001300884549005,100001-WD16,YES
100001300884549005,100001-WD16,YES
100001300884551001,100001-WD16,YES
100001300884551003,100001-WD16,YES
100001300884551003,100001-WD16,YES
100001300884551005,100001-WD16,YES
100001300884551005,100001-WD16,YES
100001300884551005,100001-WD16,YES
100001300884551005,100001-WD16,YES
100001300884552002,100001-WD16,YES
100001300884552002,100001-WD16,YES
100001300884553005,100001-WD16,YES
100001300884554001,100001-WD16,YES
100001300884554003,100001-WD16,YES
100001300884554003,100001-WD16,YES
100001300884554003,100001-WD16,YES
100001300884554003,100001-WD16,YES
100001300884554004,100001-WD16,YES
100001300884554004,100001-WD16,YES
100001300884554004,100001-WD16,YES
100001300884554004,100001-WD16,YES
100001300884554004,100001-WD16,YES
100001300884554004,100001-WD16,YES
100001300884554004,100001-WD16,YES
100001300884554005,100001-WD16,YES
100001300884554005,100001-WD16,YES
100001300884554005,100001-WD16,YES
100001300884556003,100001-WD16,YES
100001300884556003,100001-WD16,YES
100001300884556003,100001-WD16,YES
100001300884556003,100001-WD16,YES
100001300884556003,100001-WD16,YES
100001300884556003,100001-WD16,YES
100001300884556003,100001-WD16,YES
100001300884556003,100001-WD16,YES
100001300884556003,100001-WD16,YES
100001300884556004,100001-WD16,YES
100001300884556004,100001-WD16,YES
100001300884556004,100001-WD16,YES
100001300884556004,100001-WD16,YES
100001300884556004,100001-WD16,YES
100001300884556005,100001-WD16,YES
100001300884556005,100001-WD16,YES
100001300884885002,100001-WD16,YES
100001300884886001,100001-WD16,YES
100001300884886003,100001-WD16,YES
100001300884886003,100001-WD16,YES
100001300884907004,100001-WD16,YES
100001300884909001,100001-WD16,YES
100001300884916002,100001-WD16,YES
100001300884916002,100001-WD16,YES
100001300884916003,100001-WD16,YES
100001300884916003,100001-WD16,YES
100001300884916003,100001-WD16,YES
100001300884916003,100001-WD16,YES
100001300884916004,100001-WD16,YES
100001300884916004,100001-WD16,YES
100001300885038004,100001-WD16,YES
100001300885038004,100001-WD16,YES
100001300885038004,100001-WD16,YES
100001300885457002,100001-W160,YES
100001300885479009,100001-W004,YES
100001300885480009,100001-W016,YES
100001300885480011,100001-W008,YES
100001300885480021,100001-W067,YES
100001300885483003,100001-W051,YES
100001300885483003,100001-W138,YES
100001300885502001,100001-WD16,YES
100001300885512001,100001-WD16,YES
100001300885512001,100001-WD16,YES
100001300885514002,100001-WD16,YES
100001300885732003,100001-WD16,YES
100001300885736003,100001-W033,YES
100001300885744001,100001-WD16,YES
100001300885744001,100001-WD16,YES
100001300885744001,100001-WD16,YES
100001300885744002,100001-WD16,YES
100001300885778001,100001-WD16,YES
100001300885805007,100001-W029,YES
100001300885825005,100001-W140,YES
100001300885826005,100001-W172,YES
100001300885838002,100001-WD16,YES
100001300885839004,100001-WD16,YES
100001300885839004,100001-WD16,YES
100001300885848001,100001-WD16,YES
100001300885848003,100001-WD16,YES
100001300885850004,100001-WD16,YES
100001300886025009,100001-W016,YES
100001300886044001,100001-WD16,YES
100001300886044001,100001-WD16,YES
100001300886050002,100001-WD16,YES
100001300886050002,100001-WD16,YES
100001300886055003,100001-WD16,YES
100001300886055003,100001-WD16,YES
100001300886055003,100001-WD16,YES
100001300886055003,100001-WD16,YES
100001300886055003,100001-WD16,YES
100001300886055004,100001-WD16,YES
100001300886076005,100001-W104,YES
100001300886081003,100001-W172,YES
100001300886085001,100001-W140,YES
100001300886086004,100001-W160,YES
100001300886086004,100001-W168,YES
100001300886092002,100001-W147,YES
100001300886096003,100001-W051,YES
100001300886097002,100001-W008,YES
100001300886140002,100001-WD16,YES
100001300886140002,100001-WD16,YES
100001300886140003,100001-WD16,YES
100001300886140003,100001-WD16,YES
100001300886141001,100001-WD16,YES
100001300886141003,100001-WD16,YES
100001300886142002,100001-WD16,YES
100001300886142002,100001-WD16,YES
100001300886267002,100001-WD16,YES
100001300886267002,100001-WD16,YES
100001300886267002,100001-WD16,YES
